id,title,link,summary,published,category
https://www.cnn.com/2023/04/18/media/netflix-dvd-red-envelopes/index.html,"Netflix is winding down its DVD business after 25 years",https://www.cnn.com/2023/04/18/media/netflix-dvd-red-envelopes/index.html,"Netflix is officially winding down the business that helped make it a household name.","2023-04-18 20:10:51.000000",Others
https://www.cnn.com/2023/04/18/tech/lina-khan-ai-warning/index.html,"FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams",https://www.cnn.com/2023/04/18/tech/lina-khan-ai-warning/index.html,"Artificial intelligence tools such as ChatGPT could lead to a ""turbocharging"" of consumer harms including fraud and scams, and the US government has substantial authority to crack down on AI-driven consumer harms under existing law, members of the Federal Trade Commission said Tuesday.","2023-04-18 17:59:38.000000",Others
https://www.cnn.com/2023/04/17/health/rise-type-2-diabetes-global-wellness/index.html,"Eating too much of these foods is driving the rise in type 2 diabetes, study says",https://www.cnn.com/2023/04/17/health/rise-type-2-diabetes-global-wellness/index.html,"Gobbling up too many refined wheat and rice products, along with eating too few whole grains, is fueling the growth of new cases of type 2 diabetes worldwide, according to a new study that models data through 2018.","2023-04-17 16:02:46.000000",Others
https://www.cnn.com/2023/04/18/health/teen-misuse-adhd-meds-wellness/index.html,"ADHD medication abuse in schools is a 'wake-up call'",https://www.cnn.com/2023/04/18/health/teen-misuse-adhd-meds-wellness/index.html,"At some middle and high schools in the United States, 1 in 4 teens report they've abused prescription stimulants for attention deficit hyperactivity disorder during the year prior, a new study found.","2023-04-25 17:44:36.000000",Others
https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn,"Apple CEO was presented with an original Macintosh. See his reaction",https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn,"CEO Tim Cook personally welcomed customers to the new Apple store in Mumbai as the tech company opens its first retail stores in India. CNN's Vedika Sud reports.","2023-04-18 09:17:25.000000",Others
https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,"Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear",https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,"Senate Democrats railed against Justice Clarence Thomas on Tuesday amid reports that the Supreme Court conservative failed to disclose luxury travel, gifts and a real estate transaction involving a GOP megadonor, but their plan to investigate the conservative jurist remains unclear.","2023-04-18 20:29:46.000000",Others
https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials",https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,"• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow
• Putin visits Russian troops at military headquarters in Kherson
• Watch moment WSJ journalist appears in Russian court",,Others
https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,"Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine",https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,"Two Russian men who claim to be former Wagner Group commanders have told a human rights activist that they killed children and civilians during their time in Ukraine.","2023-04-18 19:07:52.000000",Others
https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,"'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney",https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,"CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.","2023-04-18 03:24:56.000000",Others
https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,"GOP prepared to block vote to replace Feinstein on Senate Judiciary",https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,"Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.","2023-04-18 22:03:13.000000",Others
https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,"Oklahoma governor calls on officials to resign over recording of racist and threatening remarks",https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,"No Summary Available","2023-04-18 17:33:17.000000",Others
https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,"McCarthy slams Biden in handling of US debt",https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,"House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.","2023-04-18 22:03:01.000000",Others
https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,"US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant",https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,"The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.","2023-04-19 08:35:33.000000",Others
https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,"Repeated gunshots fired on live TV as ex-lawmaker shot by assassins",https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,"Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.","2023-04-18 09:41:42.000000",Others
https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,"FDA clears the way for additional bivalent boosters for certain vulnerable individuals",https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,"The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.","2023-04-18 15:09:15.000000",Others
